bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,Space Spider: A Hyper Large Scientific Infrastructure Based on Digital Twin for the Space Internet,"Li, Jiaqi and Zhang, Lvyang and Hong, Quan and Yu, Yang and Zhai, Lidong",,2022,ACM Digital Library,31–36,,"With its advantages of low latency and global coverage, the Low Earth Orbit (LEO) satellite constellations can form an effective complement to the terrestrial 5G/6G mobile communication system and provide infrastructure support for broadband access and various services of the Internet. However, due to the spatial particularity of this network across land, sea, air, and other levels, it faces the dilemma of being ""easy to attack"" and ""difficult to defend"". At the same time, with the acceleration of the wave of digital transformation, the space Internet is increasingly facing software supply chain security risks. Currently, there is no security simulation and verification platform for the whole life cycle of the space Internet. Therefore, in the present study, we design a digital twin-based hyper large scientific infrastructure for the space Internet named Space Spider to realize the ground simulation of all elements of the space Internet and establish an attack and defense environment for the space Internet to support core technology verification. In addition, we also proposed Spiderland, an open experimental platform for space Internet applications and security researchers, to conduct simulation and attack-defense experiments.",,10.1145/3566099.3569007,https://doi.org/10.1145/3566099.3569007,,,"space internet, digital twin, hyper large scientific infrastructure, space range",Association for Computing Machinery,,,,,44936.59747,44937.87487,Linatek,Linatek,Accepted,"- Currently, there is no security simulation and verification platform for the whole life cycle of the space Internet
- "
,Integrating Digital Twin Security Simulations in the Security Operations Center,"Dietz, Marietheres and Vielberth, Manfred and Pernul, G\""{u}nther",,2020,ACM Digital Library,,,"While industrial environments are increasingly equipped with sensors and integrated to enterprise networks, current security strategies are generally not prepared for the growing attack surface that resides from the convergence of their IT infrastructure with the industrial systems. As a result, the organizations responsible for corporate security, the Security Operations Center (SOC), are overwhelmed with the integration of the industrial systems.To facilitate monitoring the industrial assets, digital twins represent a helpful novel concept. They are the virtual counterparts of such assets and provide valuable insights through collecting asset-centric data, analytic capabilities and simulations. Moreover, digital twins can assist enterprise security by simulating attacks and analyzing the effect on the virtual counterpart. However, the integration of digital twin security simulations into enterprise security strategies, that are mainly controlled by the SOC, is currently neglected.To close this research gap, this work develops a process-based security framework to incorporate digital twin security simulations in the SOC. In the course of this work, a use case along with a digital twin-based security simulation provides proof of concept. It is demonstrated how a man-in-the-middle attack can be performed in a simulated industry setting and how it affects the systems. Moreover, we show how the resulting system logs can support the SOC by building technical rules to implement in Security Information and Event Management (SIEM) systems.",,10.1145/3407023.3407039,https://doi.org/10.1145/3407023.3407039,,,"security information and event management, security operations center, digital twin, security framework",Association for Computing Machinery,,,,,44936.59747,44937.87185,Linatek,Linatek,Accepted,"- Framework 
"
,Unleashing the Digital Twin's Potential for ICS Security,"Dietz, Marietheres and Pernul, Gunther",IEEE Security and Privacy,2020,ACM Digital Library,20–27,18,"With the advent of Industry 4.0 (I4.0), traditional operational-technology and IT systems converge, entailing novel attack vectors. However, I4.0 technologies might also contribute to industrial security. Digital Twins are virtual entities of physical industrial systems that offer opportunities for security, such as simulation and replication of system behavior.",,10.1109/MSEC.2019.2961650,https://doi.org/10.1109/MSEC.2019.2961650,,,,IEEE Educational Activities Department,1540-7993,,,,44936.59747,44937.8659,Linatek,Linatek,Accepted,- It generally talks about the potential benefit of DT in ICS. 
,Edge Centric Secure Data Sharing with Digital Twins in Smart Ecosystems,"Cathey, Glen and Benson, James and Gupta, Maanak and Sandhu, Ravi","Proceedings - 2021 3rd IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2021",2021,Scopus,70 – 79,,"Internet of Things (IoT) is a rapidly growing industry currently being integrated into both consumer and industrial environments on a wide scale. While the technology is available and deployment has a low barrier of entry in future applications, proper security frameworks are still at infancy stage and are being developed to fit varied implementations and device architectures. Further, the need for edge centric mechanisms are critical to offer security in real time smart connected applications with minimal or negligible overhead. In this paper, we propose a novel approach of data security by using multiple device shadows (aka digital twins) for a single physical object. These twins are paramount to separate data among different virtual objects based on tags assigned on-the-fly, and are used to limit access to different data points by authorized users/applications only. The novelty of the proposed architecture resides in the attachment of dynamic tags to key-value pairs reported by physical devices in the system. We further examine the advantages of tagging data in a digital twin system, and the performance impacts of the proposed data separation scheme. The proposed solution is deployed at the edge, supporting low latency and real time security mechanisms with minimal overhead, and is light-weight as reflected by captured performance metrics.  © 2021 IEEE.",Conference paper,10.1109/TPSISA52974.2021.00008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128733706&doi=10.1109%2fTPSISA52974.2021.00008&partnerID=40&md5=37215811b3697a1ed7152025191de3b2,,Access Control; Data Security; Digital Twins; Edge Centric; IoT; Sharing; Tag Based Access Control,Internet of things; Data Sharing; Edge centric; Future applications; Implementation architecture; Industrial environments; Secure data; Security frameworks; Sharing; Tag based access control; Tag-based; Access control,Institute of Electrical and Electronics Engineers Inc.,,English,"Cited by: 1; Conference name: 3rd IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2021; Conference date: 13 December 2021 through 15 December 2021; Conference code: 178763; All Open Access, Green Open Access",,44936.5983,44940.80591,Linatek,Linatek,Accepted,
,Employing Digital Twins for Security-by-Design System Testing,"Dietz, Marietheres and Hageman, Leon and Von Hornung, Constantin and Pernul, Günther",SaT-CPS 2022 - Proceedings of the 2022 ACM Workshop on Secure and Trustworthy Cyber-Physical Systems,2022,Scopus,97 – 106,,"Ever since cyber attacks focused on industrial and critical infrastructure settings, the awareness of the security issues of these systems has increased. These industrial control systems (ICS) mainly focus on operation and availability - instead of providing general security features. Moreover, the current Industry 4.0 movement aggravates this security gap by connecting the ICS to the enterprise network, which facilitates targeting these systems. Proper system testing can reveal the system's vulnerabilities and provide remedies. However, security measures are usually neglected or addressed after an emerging incident only, which results in high costs. To maximize the benefit of system testing, we argue that it should be carried out as early as possible, especially to render systems secure-by-design. In this work, we propose an approach for introducing security-by-design system testing by the application of a digital twin. A digital twin is able to represent a system virtually along its lifecycle. To enable security-by-design, the simulation capability of digital twin is harnessed to create a prospective environment of a planned system. This allows detecting vulnerabilities before they can emerge in the real-world and providing a adequate risk strategy. Our work shows how security-by-design system testing is anchored in the security applications along a system's lifecycle. Next to proposing a security-by-design system testing approach with digital twins, we implement a digital twin representing a pressure vessel, and demonstrate how to carry out each step of our proposed approach. During this proof-of-concept, we identify vulnerabilities and show how an attacker can compromise the system by manipulating values of the pressure vessel with the potential to cause over-pressure, which, in turn, can result in an explosion of the vessel. © 2022 Owner/Author.",Conference paper,10.1145/3510547.3517929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129899550&doi=10.1145%2f3510547.3517929&partnerID=40&md5=312a568bf27d40cb009ce4fc05977306,,Digital twin; Industrial vulnerabilities; Security-by-design; System testing,Availability; Cybersecurity; Intelligent control; Life cycle; Pressure vessels; Security systems; 'current; Design systems; Enterprise networks; Industrial control systems; Industrial vulnerability; Security features; Security gap; Security issues; Security-by-design; System testing; Network security,"Association for Computing Machinery, Inc",,English,"Cited by: 0; Conference name: 2nd ACM Workshop on Secure and Trustworthy Cyber-Physical Systems, SaT-CPS 2022; Conference date: 27 April 2022; Conference code: 179034; All Open Access, Bronze Open Access, Green Open Access",,44936.5983,44940.7985,Linatek,Linatek,Accepted,
,Enhancing Cyber Situational Awareness for Cyber-Physical Systems through Digital Twins,"Eckhart, Matthias and Ekelhart, Andreas and Weippl, Edgar","IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",2019,Scopus,1222 – 1225,2019-September,"Operators of cyber-physical systems (CPSs) need to maintain awareness of the cyber situation in order to be able to adequately address potential issues in a timely manner. For instance, detecting early symptoms of cyber attacks may speed up the incident response process and mitigate consequences of attacks (e.g., business interruption, safety hazards). However, attaining a full understanding of the cyber situation may be challenging, given the complexity of CPSs and the ever-changing threat landscape. In particular, CPSs typically need to be continuously operational, may be sensitive to active scanning, and often provide only limited in-depth analysis capabilities. To address these challenges, we propose to utilize the concept of digital twins for enhancing cyber situational awareness. Digital twins, i.e., virtual replicas of systems, can run in parallel to their physical counterparts and allow deep inspection of their behavior without the risk of disrupting operational technology services. This paper reports our work in progress to develop a cyber situational awareness framework based on digital twins that provides a profound, holistic, and current view on the cyber situation that CPSs are in. More specifically, we present a prototype that provides real-time visualization features (i.e., system topology, program variables of devices) and enables a thorough, repeatable investigation process on a logic and network level. A brief explanation of technological use cases and outlook on future development efforts completes this work. © 2019 IEEE.",Conference paper,10.1109/ETFA.2019.8869197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074201871&doi=10.1109%2fETFA.2019.8869197&partnerID=40&md5=cda5bfc67de883d9ad33115b39cc084e,,cyber defense; cyber situational awareness; cyber-physical systems; Digital twins; information security,Embedded systems; Factory automation; Network security; Security of data; Cyber defense; Cyber physical systems (CPSs); Digital twins; In-depth analysis; Investigation process; Operational technologies; Real time visualization; Situational awareness; Cyber Physical System,Institute of Electrical and Electronics Engineers Inc.,19460740,English,"Cited by: 22; Conference name: 24th IEEE International Conference on Emerging Technologies and Factory Automation, ETFA 2019; Conference date: 10 September 2019 through 13 September 2019; Conference code: 152855",,44936.5983,44940.7456,Linatek,Linatek,Accepted,
,Digital Twin for IoT Environments: A Testing and Simulation Tool,{Luong NguyenMariana SegoviaWissam MallouliEdgardo Montes de OcaAna R. Cavalli},Quality of Information and Communications Technology,2022,Springer Link,,,None,,10.1007/978-3-031-14179-9_14,http://link.springer.com/chapter/10.1007/978-3-031-14179-9_14,,,,,,,,,44936.60672,44938.87476,Linatek,Linatek,Accepted,
,An IoT digital twin for Cyber-Security defence based on Runtime verification,{Jorge David de Hoz DiegoAnastasios TemperekidisPanagiotis KatsarosCharalambos Konstantinou},"Leveraging Applications of Formal Methods, Verification and Validation. Verification Principles",2022,Springer Link,,,None,,10.1007/978-3-031-19849-6_31,http://link.springer.com/chapter/10.1007/978-3-031-19849-6_31,,,,,,,,,44936.60672,44938.60454,Linatek,Linatek,Accepted,
,Application of digital twin in the security protection of the internet of things in power system,{Yu ChenZiqian ZhangNing Tang},Big Data and Security,2022,Springer Link,,,None,,10.1007/978-981-19-0852-1_17,http://link.springer.com/chapter/10.1007/978-981-19-0852-1_17,,,,,,,,,44936.60672,44938.60338,Linatek,Linatek,Accepted,
,Enabling a zero trust architecture in Smart grids through a digital twin,{Giovanni Paolo SellittoHelder AranhaMassimiliano MasiTanja Pavleska},Dependable Computing - EDCC 2021 Workshops,2021,Springer Link,,,None,,10.1007/978-3-030-86507-8_7,http://link.springer.com/chapter/10.1007/978-3-030-86507-8_7,,,,,,,,,44936.60672,44938.59348,Linatek,Linatek,Accepted,
,Digital twins for cyber-physical systems security State of the art and outlook,{Matthias EckhartAndreas Ekelhart},Security and Quality in Cyber-Physical Systems Engineering,2019,Springer Link,,,None,,10.1007/978-3-030-25312-7_14,http://link.springer.com/chapter/10.1007/978-3-030-25312-7_14,,,,,,,,,44936.60672,44938.5606,Linatek,Linatek,Accepted,
,Digital twins for Enhanced resilience Aerospace manufacturing scenario,{Adrien B�cueMartin PraddaudeEva MaiaNicolas HogrelIsabel Pra�aReda Yaich},Advanced Information Systems Engineering Workshops,2022,Springer Link,,,None,,10.1007/978-3-031-07478-3_9,http://link.springer.com/chapter/10.1007/978-3-031-07478-3_9,,,,,,,,,44936.60672,44938.5574,Linatek,Linatek,Accepted,
,Digital twin for�{Cybersecurity}: {Towards} enhancing cyber resilience,{Rajiv FaleiroLei PanShiva Raj PokhrelRobin Doss},"Broadband Communications, Networks, and Systems",2022,Springer Link,,,None,,10.1007/978-3-030-93479-8_4,http://link.springer.com/chapter/10.1007/978-3-030-93479-8_4,,,,,,,,,44936.60672,44938.54471,Linatek,Linatek,Accepted,
,A Cyber Security Digital Twin for Critical Infrastructure Protection:The Intelligent Transport System Use Case,"Sellitto, Giovanni Paolo and Masi, Massimiliano and Pavleska, Tanja andAranha, Helder",,2021,ISI Web of Science,230-244,432,"The problem of performing cybersecurity tests over existing industrial
control systems is well-known. Once it is deployed, a critical system
cannot be made unavailable for the purpose of simulating a cyber attack
and thus it is hard to introduce corrective measures based on actual
test outcomes. On the other hand, a high security posture is required
for critical infrastructure and security by design is mandatory for new
projects. Such requirements call for an architectural approach to
introduce security straight from the early development phases. However,
the adoption of a systematic design approach does not guarantee the
cost-effectiveness of security countermeasures analysis, which is an
extremely cumbersome task as the creation of a physical model is often
costly or impossible.
To address these issues, we propose the introduction of a specific view
in the system's architectural blueprint, called the Cybersecurity
Digital Twin. It is an Enterprise Architecture model of the system
specifically targeted at providing a sound base for simulations in order
to devise proper countermeasures without any outage of the physical
infrastructure. To provide a proof of concept and demonstrate the
practical viability of the proposed solution, we apply the methodology
to a Cooperative Intelligent Transport System use case, evaluating the
system security of the obtained solution.",Proceedings Paper,10.1007/978-3-030-91279-6\_16,,"Masi, M (Corresponding Author), Autostrade Italia SpA, Rome, Italy.Masi, Massimiliano, Autostrade Italia SpA, Rome, Italy.Pavleska, Tanja, Jozef Stefan Inst, Ljubljana, Slovenia.",,Cyber security; Digital twin; Threat modeling; C-ITS,SPRINGER INTERNATIONAL PUBLISHING AG,1865-1348,English,"14th IFIP WG 8.1 Working Conference on the Practice of EnterpriseModeling (PoEM), Riga, LATVIA, NOV 24-26, 2021",,44936.59786,44939.78998,Linatek,Linatek,Accepted,
,"An Electric Power Digital Twin for Cyber Security Testing, Research and Education","Kandasamy, Nandha Kumar and Venugopalan, Sarad and Wong, Tin Kit and Leu, Nicholas Junming",Comput. Electr. Eng.,2022,ACM Digital Library,,101,None,,10.1016/j.compeleceng.2022.108061,https://doi.org/10.1016/j.compeleceng.2022.108061,,,"Smartgrid, Security, Cyber Physical System, Digital twin, Test-bed","Pergamon Press, Inc.",0045-7906,,,,44936.59747,44937.85056,Linatek,Linatek,Accepted,- Architecture based DT for testing and counter measuring CI.
,Cyber-resilience of Critical Cyber Infrastructures: Integrating digitaltwins in the electric power ecosystem,"Salvi, Andrea and Spagnoletti, Paolo and Noori, Nadia Saad",COMPUTERS \& SECURITY,2022,ISI Web of Science,,112,"This contribution presents a model for cyber-resilience of critical
cyber infrastructures (CCI) based on the implementation of a digital
twin. It addresses the risks associated with the in-tegration of
computational, communication and physical aspects of CCIs. We focus
specifi-cally on cybersecurity in the electric power sector due both to
its salience and to the poten-tial risks associated to failures in
guaranteeing resilience. Informed by the literature on in-formation
security management, situational awareness (SA) and common operational
pic-ture (COP), we derive an overarching model to provide CCIs' actors
with increased cyber sit-uational awareness, common understanding of
incidents and enhanced response capacity. On the practical side, the
model seeks to minimize response time and to reduce the impact of
cyber-attacks on the organizations and on society as a whole. We develop
a process model and validate three design propositions through a
formative evaluation in the context of a digital twin implementation in
the EU electrical power sector. We discuss the implications of this
model for further research as well as practical applications for the
electrical power sector. (c) 2021 Elsevier Ltd. All rights reserved.",Article,10.1016/j.cose.2021.102507,,"Salvi, A (Corresponding Author), Luiss Univ, Dept Business \& Management, Viale Romania 32, Rome, Italy.Salvi, Andrea; Spagnoletti, Paolo, Luiss Univ, Dept Business \& Management, Viale Romania 32, Rome, Italy.Spagnoletti, Paolo; Noori, Nadia Saad, Univ Adger, Ctr Integrated Emergency Management, Kristiansand, Norway.",,Digital twin; Hro; Resilience; Incident response; Incident prevention;Situational awareness; Artificial intelligence,ELSEVIER ADVANCED TECHNOLOGY,0167-4048,English,,,44936.59786,44941.56465,Linatek,Linatek,Accepted,
,Digital Twin Analysis to Promote Safety and Security in Autonomous Vehicles,"Almeaibed, Sadeq and Al-Rubaye, Saba and Tsourdos, Antonios and Avdelidis, Nicolas P.",IEEE Communications Standards Magazine,2021,Scopus,40 – 46,5,"With the new industrial revolution of digital transformation, more intelligence and autonomous systems can be adopted in the manufacturing transportation processes. Safety and security of autonomous vehicles (AVs) have obvious advantages of reducing accidents and maintaining a cautious environment for drivers and pedestrians. Therefore, the transformation to data-driven vehicles is associated with the concept of digital twin, especially within the context of AV design. This also raises the need to adopt new safety designs to increase the resiliency and security of the whole AV system. To enable secure autonomous systems for smart manufacturing transportation in an end-to-end fashion, this article presents the main challenges and solutions considering safety and security functions. This article aims to identify a standard framework for vehicular digital twins that facilitate the data collection, data processing, and analytics phases. To demonstrate the effectiveness of the proposed approach, a case study for a vehicle follower model is analyzed when radar sensor measurements are manipulated in an attempt to cause a collision. Perceptive findings of this article can pave the way for future research aspects related to employing digital twins in the AV industry. © 2017 IEEE.",Article,10.1109/MCOMSTD.011.2100004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104017621&doi=10.1109%2fMCOMSTD.011.2100004&partnerID=40&md5=9f515d124e1abd0c968041f7a89aff5f,,,Accidents; Data handling; Digital twin; Manufacture; Metadata; Pedestrian safety; Autonomous systems; Data collection; Digital transformation; Industrial revolutions; Safety and securities; Smart manufacturing; Standard frameworks; Transportation process; Autonomous vehicles,Institute of Electrical and Electronics Engineers Inc.,24712825,English,"Cited by: 19; All Open Access, Green Open Access",,44936.5983,44941.41098,Linatek,Linatek,Accepted,
,CyberFactory#1 - Securing the industry 4.0 with cyber-ranges and digital twins,"Becue, Adrien and Fourastier, Yannick and Praca, Isabel and Savarit, Alexandre and Baron, Claude and Gradussofs, Baptiste and Pouille, Etienne and Thomas, Carsten","IEEE International Workshop on Factory Communication Systems - Proceedings, WFCS",2018,Scopus,1 – 4,2018-June,"The 4th Industrial revolution is driven by increased connectivity, digitization, automation and autonomy of manufacturing assets, which trigger strong optimization perspectives, new businesses as well as a handful of new threats which need to be properly addressed. The CyberFactory#1 project (ITEA nr 17032) aims at solving this dilemma between productivity and security through the design, development and demonstration of a System of Systems that embraces the technical, economical, human and the societal dimensions of future factories. It relies on innovative simulation, optimization and resilience capabilities. Pilots from transportation, automotive, electronics and machine manufacturing will host demonstrations of these achievements in a real operational environment at the end of a 3 years collaborative project. An approach based on digital twins' integration with cyber-range will be implemented, to analyze the impact of attacks in the quality monitoring of avionics electronic, to manufacturing cobotic systems in a virtual environment to improve their ability to withstand manipulation attempts, and as a tool for iterative design of safety/security functions for cobots. © 2018 IEEE.",Conference paper,10.1109/WFCS.2018.8402377,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050025311&doi=10.1109%2fWFCS.2018.8402377&partnerID=40&md5=4465c34a984bfce3610b8088cc3ab526,,Digital twins; Modeling; Optimization; Resilience; Security; Simulation,Industry 4.0; Models; Optimization; Virtual reality; Collaborative projects; Digital twins; Industrial revolutions; Machine manufacturing; Operational environments; Resilience; Security; Simulation; Digital avionics,Institute of Electrical and Electronics Engineers Inc.,,English,"Cited by: 30; Conference name: 14th IEEE International Workshop on Factory Communication Systems, WFCS 2018; Conference date: 13 June 2018 through 15 June 2018; Conference code: 137735",,44936.5983,44940.73909,Linatek,Linatek,Accepted,
,A digital twin network for security training in 5G industrial environments,"Vakaruk, Stanislav and Mozo, Alberto and Pastor, Antonio and Lopez, Diego R.","Proceedings 2021 IEEE 1st International Conference on Digital Twins and Parallel Intelligence, DTPI 2021",2021,Scopus,395 – 398,,"The evolution of next-generation mobile networks (5G, 6G...) is highly related to the latest virtualisation technology, which exposes it to new cyber-attack vectors. Therefore, there is an increasing need to train cybersecurity experts in the use of appropriate tools to prevent network attacks, especially those applied in mission-critical industrial environments. To meet this need, there are systems called cyber ranges that can be seen as an exemplification of a digital network twin. SPIDER is a cyber range specially oriented to train experts in next-generation network cybersecurity. In this paper we present how SPIDER is augmenting cyber range environments with ML tools, how it works and the way in which it can be used to train new experts. © 2021 IEEE.",Conference paper,10.1109/DTPI52967.2021.9540146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116104675&doi=10.1109%2fDTPI52967.2021.9540146&partnerID=40&md5=dde208245c63eeb5e59f0db889372a16,,5G; DTN; Machine learning; Mobile network; Range; Security,Computer crime; Cybersecurity; E-learning; Machine learning; Mobile security; Network security; Next generation networks; Wireless networks; Cyber security; Cyber-attacks; DTN; Industrial environments; Mobile network; Range; Security; Security training; TWIN networks; Virtualization technologies; 5G mobile communication systems,Institute of Electrical and Electronics Engineers Inc.,,English,"Cited by: 2; Conference name: 1st IEEE International Conference on Digital Twins and Parallel Intelligence, DTPI 2021; Conference date: 15 July 2021 through 15 August 2021; Conference code: 171890; All Open Access, Green Open Access",,44936.5983,44940.70558,Linatek,Linatek,Accepted,
,A Taxonomy of Security and Defense Mechanisms in Digital Twins-based Cyber-Physical Systems,"Hussaini, Adamu and Qian, Cheng and Liao, Weixian and Yu, Wei","Proceedings - IEEE Congress on Cybermatics: 2022 IEEE International Conferences on Internet of Things, iThings 2022, IEEE Green Computing and Communications, GreenCom 2022, IEEE Cyber, Physical and Social Computing, CPSCom 2022 and IEEE Smart Data, SmartData 2022",2022,Scopus,597 – 604,,"The (IoT) paradigm's fundamental goal is to massively connect the 'smart things' through standardized interfaces, providing a variety of smart services. Cyber-Physical Systems (CPS) include both physical and cyber components and can apply to various application domains (smart grid, smart transportation, smart manufacturing, etc.). The Digital Twin (DT) is a cyber clone of physical objects (things), which will be an essential component in CPS. This paper designs a systematic taxonomy to explore different attacks on DT-based CPS and how they affect the system from a four-layer architecture perspective. We present an attack space for DT-based CPS on four layers (i.e., object layer, communication layer, DT layer, and application layer), three attack objects (i.e., confidentiality, integrity, and availability), and attack types combined with strength and knowledge. Furthermore, some selected case studies are conducted to examine attacks on representative DT-based CPS (smart grid, smart transportation, and smart manufacturing). Finally, we propose a defense mechanism called Secured DT Development Life Cycle (SDTDLC) and point out the importance of leveraging other enabling techniques (intrusion detection, blockchain, modeling, simulation, and emulation) to secure DT-based CPS.  © 2022 IEEE.",Conference paper,10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermat,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142105433&doi=10.1109%2fiThings-GreenCom-CPSCom-SmartData-Cybermatics55523.2022.00112&partnerID=40&md5=987472e17cab13b95afab0fe5db26a0b,,Cyber-Physical Systems; Digital Twin; Internet of Things; Security,Cyber Physical System; Cybersecurity; Electric power transmission networks; Embedded systems; Flow control; Intrusion detection; Life cycle; Manufacture; Network security; Smart power grids; Taxonomies; Applications domains; Cybe-physical systems; Cyber-physical systems; Defence mechanisms; Security; Security mechanism; Smart grid; Smart manufacturing; Smart services; Standardized interfaces; Internet of things,Institute of Electrical and Electronics Engineers Inc.,,English,"Cited by: 0; Conference name: 2022 IEEE Congress on Cybermatics: 15th IEEE International Conferences on Internet of Things, iThings 2022, 18th IEEE International Conferences on Green Computing and Communications, GreenCom 2022, 2022 IEEE International Conference on Cyber, Physical and Social Computing, CPSCom 2022 and 8th IEEE International Conference on Smart Data, SmartData 2022; Conference date: 22 August 2022 through 25 August 2022; Conference code: 183390",,44936.5983,44940.72696,Linatek,Linatek,Accepted,
,Digital Twins Based on Quantum Networking,"Lv, Zhihan and Cheng, Chen and Song, Houbing",IEEE Network,2022,Scopus,88 – 93,36,"This work aims to improve the communication security of the industrial Internet of Things (IIoT) based on digital twins (DTs). The related technologies of quantum communication are introduced to improve network communication. Firstly, the key DTs technologies in the construction of IIoT are expounded. Also, the characteristics of quantum communication are analyzed. Secondly, a channel encryption scheme based on quantum communication is proposed to ensure the communication security of IIoT. The scheme uses the five-particle entanglement state and two-particle bell state as entanglement channels to realize two-particle quantum teleportation. Finally, an Adaptive Key Residue algorithm is proposed based on the quantum key distribution mechanism. The algorithm verification suggests that the success rate of service distribution decreases with the increase in network load. When the service load reaches 1000, the Adaptive Key Residue algorithm can maintain a success rate of service distribution in the network higher than 0.6. Besides, the success rate of service distribution increases with the growth of the total key generation rate V and the key pool capacity C. The research results reported here are of great significance for realizing the secure communication of IIoT systems based on digital twins to ensure the effective operation of network communication and the secure transmission of data.  © 1986-2012 IEEE.",Article,10.1109/MNET.001.2200131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144259204&doi=10.1109%2fMNET.001.2200131&partnerID=40&md5=955a9520080357a6dc1abfa63e3fb630,,,Network security; Quantum cryptography; Quantum entanglement; Channel encryption; Communications security; Encryption schemes; Entanglement state; Key residues; Network communications; Particle entanglement; Quantum networking; Service distribution; Two particles; Quantum communication,Institute of Electrical and Electronics Engineers Inc.,08908044,English,Cited by: 0,,44936.5983,44940.81096,Linatek,Linatek,Accepted,
,On the Implementation of IoT-Based Digital Twin for Networked Microgrids Resiliency Against Cyber Attacks,"Saad, Ahmed and Faddel, Samy and Youssef, Tarek and Mohammed, Osama A.",IEEE TRANSACTIONS ON SMART GRID,2020,ISI Web of Science,5138-5150,11,"The increased rate of cyber-attacks on the power system necessitates the
need for innovative solutions to ensure its resiliency. This work builds
on the advancement in the IoT to provide a practical framework that is
able to respond to multiple attacks on a network of interconnected
microgrids. This paper provides an IoT-based digital twin (DT) of the
cyber-physical system that interacts with the control system to ensure
its proper operation. The IoT cloud provision of the energy
cyber-physical and the DT are mathematically formulated. Unlike other
cybersecurity frameworks in the literature, the proposed one can
mitigate an individual as well as coordinated attacks. The framework is
tested on a distributed control system and the security measures are
implemented using cloud computing. The physical controllers are
implemented using single-board computers. The practical results show
that the proposed DT is able to mitigate the coordinated false data
injection and the denial of service cyber-attacks.",Article,10.1109/TSG.2020.3000958,,"Mohammed, OA (Corresponding Author), Florida Int Univ, Dept Elect \& Comp Engn, Energy Syst Res Lab, Miami, FL 33174 USA.Saad, Ahmed; Mohammed, Osama A., Florida Int Univ, Dept Elect \& Comp Engn, Energy Syst Res Lab, Miami, FL 33174 USA.Faddel, Samy, Univ Cent Florida, Dept Elect \& Comp Engn, Orlando, FL 32816 USA.Youssef, Tarek, Univ West Florida, Dept Elect \& Comp Engn, Pensacola, FL 32514 USA.",,Microgrids; Cloud computing; Decentralized control; Digital twin;Resilience; Digital twin; networked microgrids; distributed control;industrial Internet of Things; cybersecurity,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1949-3053,English,,,44936.59786,44940.50545,Linatek,Linatek,Accepted,
,Digital Twins for Dependability Improvement of Autonomous Driving,"Veledar, Omar and Damjanovic-Behrendt, Violeta and Macher, Georg",,2019,ISI Web of Science,415-426,1060,"The evolution of IoT technology is opening new avenues for value
creation in many domains. The automotive industry is impacted on by
several additional trends. One of those is autonomous driving (AD),
which needs to be propped up by integration of Internet of Things (IoT)
and Cyber-Physical Systems (CPS) to improve user acceptance. Strong
reliance of proposed solutions on communication and data management, as
well as on a variety of complex and heterogeneous architectures and
components exposes a range of vulnerabilities. The weaknesses are
strongly correlated to dependability, which is crucial factor for
success of AD. IoT4CPS, a flagship Austrian project, contributes to
improvements in required dependability. It is developing guidelines,
methods and tools for safe and secure integration of IoT into AD and
corresponding smart production. The project addresses safety and
security aspects of AD in a holistic manner. Some of the resulting
considerations are described in this paper, alongside possible solutions
based on virtualisation through usage of digital twins.",Proceedings Paper,10.1007/978-3-030-28005-5\_32,,"Veledar, O (Corresponding Author), AVL List GmbH, Hans List Pl, A-8020 Graz, Austria.Veledar, Omar, AVL List GmbH, Hans List Pl, A-8020 Graz, Austria.Damjanovic-Behrendt, Violeta, Salzburg Res, Jakob Haringer Str 5-3, A-5020 Salzburg, Austria.Macher, Georg, Graz Univ Technol, Inffeldgasse 16, A-8010 Graz, Austria.",,Autonomous driving; Digital Twin; Safety; Security; Dependability;Trustworthy; Connectivity; IoT; Internet of Things,SPRINGER INTERNATIONAL PUBLISHING AG,1865-0929,English,"26th Systems, Software and Services Process Improvement (EuroSPI)Conference, Edinburgh, SCOTLAND, SEP 18-20, 2019",,44936.59786,44940.48639,Linatek,Linatek,Accepted,
